"EventId","Timestamp","Level","EventType","Source","ShareId","ItemId","Message","Detail"
"ID-0AB8E2F99428","ID-06E5C856099F","Info","ID-3EEC13DCA519","TargetPath","ID-F566358DDF6E","","ID-4AFAD5F67E94","ID-EED3C5699831"
"ID-5479799C24BB","ID-87265F56422A","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-8DB73BDC737D","","ID-F71BCECC000C","ID-4A574EB2CF3E"
"ID-CEF71C402972","ID-E8481DE5425D","Info","ID-3EEC13DCA519","TargetPath","ID-8DB73BDC737D","","ID-9D16D9A4B144","ID-4A574EB2CF3E"
"ID-FB232A60F643","ID-61FEC417321E","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-693E06240AF8","","ID-D338FBF28958","ID-F9D1C01546E4"
"ID-D6A2A56BEC0D","ID-6ACFE1E8EF4A","Info","ID-3EEC13DCA519","TargetPath","ID-693E06240AF8","","ID-F737D733A9DB","ID-F9D1C01546E4"
"ID-25A33F0974C9","ID-E4CA7C77966E","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-5CD6ECAD06C6","","ID-2BF92C10E295","ID-1B44439064AC"
"ID-221B204261FF","ID-8C0871BD374C","Info","ID-3EEC13DCA519","TargetPath","ID-5CD6ECAD06C6","","ID-ABF54BFD8713","ID-1B44439064AC"
"ID-5FC1EF029F31","ID-F15848535F4B","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-FF124570C335","","ID-F94BB6BFAF21","ID-ED91F1F2CA82"
"ID-FDA1B1E9631A","ID-CC8BB0F7A4AA","Info","ID-3EEC13DCA519","TargetPath","ID-FF124570C335","","ID-9AB848573FFC","ID-ED91F1F2CA82"
"ID-345003BB299D","ID-9C846A4D8BDD","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-6FD723CB2D9C","","ID-73D957DCF757","ID-AED72D9D8E2A"
"ID-5A4F136EF496","ID-1C0131794CE8","Info","ID-3EEC13DCA519","TargetPath","ID-6FD723CB2D9C","","ID-983539694A3A","ID-AED72D9D8E2A"
"ID-EC8D959BACFB","ID-7F0F0A75CD3E","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-38513BEC2132","","ID-40A56A69B188","ID-1DA7C95872AD"
"ID-553054F44D26","ID-4530246DA53F","Info","ID-3EEC13DCA519","TargetPath","ID-38513BEC2132","","ID-A1D49068D37D","ID-1DA7C95872AD"
"ID-BD2A1D38828B","ID-30D296F86E5F","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-C1406E3F26E1","","ID-A188AE06972E","ID-4C36DA59CCEE"
"ID-799CE8588BCD","ID-D77166C0727F","Info","ID-3EEC13DCA519","TargetPath","ID-C1406E3F26E1","","ID-E4FB6098C20A","ID-4C36DA59CCEE"
"ID-0271EC4C4232","ID-E5D712BF89F0","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-421097DB8781","","ID-97B49B199247","ID-BF6EA5AC5F81"
"ID-69B018AE6866","ID-733A9646C156","Info","ID-3EEC13DCA519","TargetPath","ID-421097DB8781","","ID-576502F870C4","ID-BF6EA5AC5F81"
"ID-2FB5F5F771A1","ID-C81774BDD989","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-80FD41030D28","","ID-993AA95DC35F","ID-AB9E1776FB29"
"ID-1827514811E7","ID-7549CEEAD766","Info","ID-3EEC13DCA519","TargetPath","ID-80FD41030D28","","ID-814B6F11B432","ID-AB9E1776FB29"
"ID-B5D05EB82485","ID-27EEBEED013B","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-808E3F07CECF","","ID-628B2EA844A9","ID-276B0A54F7CF"
"ID-D7E3E5AB0556","ID-935731C3E4EB","Info","ID-3EEC13DCA519","TargetPath","ID-808E3F07CECF","","ID-D6972EF362F0","ID-276B0A54F7CF"
"ID-787735B9CC3C","ID-F0E027DD1094","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-F85AF365E7BA","","ID-B5033B30B8D5","ID-CCCF4F0A85DA"
"ID-A26EF8394DD2","ID-8D413CC074D2","Info","ID-3EEC13DCA519","TargetPath","ID-F85AF365E7BA","","ID-E8019B850379","ID-CCCF4F0A85DA"
"ID-0BFF1906D828","ID-AC3AFEF2B0E5","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-7D500D72EB3C","","ID-3BDB59DAAAD7","ID-BE3E032CC9F8"
"ID-0AB2109D6525","ID-0638F53B32A5","Info","ID-3EEC13DCA519","TargetPath","ID-7D500D72EB3C","","ID-424E9E0FB5DD","ID-BE3E032CC9F8"
"ID-B80C93F76610","ID-C39F696E9079","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-5023A2B6D80F","","ID-C68EAC4AA309","ID-BE721BDC7EE9"
"ID-CF7AB2AB82DF","ID-3DDE8528B614","Info","ID-3EEC13DCA519","TargetPath","ID-5023A2B6D80F","","ID-E771B8EA2AC4","ID-BE721BDC7EE9"
"ID-85CC35668B94","ID-8BCAF97553DD","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-6E3D6B8288F3","","ID-F6371B1C2E38","ID-8DB3B57F9F3A"
"ID-A86C130532DB","ID-51A1F76561CA","Info","ID-3EEC13DCA519","TargetPath","ID-6E3D6B8288F3","","ID-8D5F2449CCBF","ID-8DB3B57F9F3A"
"ID-DC32C98E1E08","ID-A53BC0041822","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-09E4D6941BF4","","ID-02305E62C60A","ID-547C7BFA59D6"
"ID-C2B899A98640","ID-356A123E20D6","Info","ID-3EEC13DCA519","TargetPath","ID-09E4D6941BF4","","ID-932262786316","ID-547C7BFA59D6"
"ID-49867D1EB5EC","ID-9ED5EA13E84A","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-CC31BBF06DC0","","ID-F31672EC909A","ID-E3F5E9193707"
"ID-0EA2690965C7","ID-8F3B5A793D58","Info","ID-3EEC13DCA519","TargetPath","ID-CC31BBF06DC0","","ID-DE39A9EE4746","ID-E3F5E9193707"
"ID-7FEE884125C7","ID-BC3F8DAA319D","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-F252A7B87037","","ID-2F2A677E7D60","ID-7AC05CFFEE7D"
"ID-7B27022BCEA8","ID-62E4073426E7","Info","ID-3EEC13DCA519","TargetPath","ID-F252A7B87037","","ID-F0CBE4DF5330","ID-7AC05CFFEE7D"
"ID-2487748C4BF6","ID-5A1AAE98160A","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-588DDDA3D84D","","ID-3F7F8FD08FCD","ID-94D78AF407FE"
"ID-CE5D8EF350D7","ID-5A1AAE98160A","Info","ID-3EEC13DCA519","TargetPath","ID-588DDDA3D84D","","ID-9F7FE5C460CE","ID-94D78AF407FE"
"ID-2E3993441175","ID-6AEEE636E0DE","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-90E5136EB087","","ID-D9A656F43888","ID-64B48C1FC241"
"ID-1305735BCC32","ID-7A7276548B3B","Info","ID-3EEC13DCA519","TargetPath","ID-90E5136EB087","","ID-46CB269CB10B","ID-64B48C1FC241"
"ID-57CCE18DB136","ID-3E452B81811D","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-358724F9C321","","ID-4131FBDE712F","ID-269C20A67820"
"ID-FD76EA54C4E2","ID-3E452B81811D","Info","ID-3EEC13DCA519","TargetPath","ID-358724F9C321","","ID-3C51AC0D950F","ID-269C20A67820"
"ID-844CD41566FF","ID-1BDA47F25842","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-57C65BD24302","","ID-F4C597114999","ID-6F544F545B68"
"ID-A317EE4E113D","ID-ED2FC7EDB5CB","Info","ID-3EEC13DCA519","TargetPath","ID-57C65BD24302","","ID-EF75BE27DD25","ID-6F544F545B68"
"ID-DCDC1E1675AD","ID-266FF75BA64D","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-D0BE4E751E7E","","ID-E823DFC58621","ID-4B9FA4B5B855"
"ID-B4D29994A841","ID-FFAABE1867F2","Info","ID-3EEC13DCA519","TargetPath","ID-D0BE4E751E7E","","ID-53DBC1B8621B","ID-4B9FA4B5B855"
"ID-A698A0A401FC","ID-1F16E8FE4179","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-94DA238A7344","","ID-CA109287D022","ID-34952AEB40A0"
"ID-604EE965863B","ID-4F917A64F0BA","Info","ID-3EEC13DCA519","TargetPath","ID-94DA238A7344","","ID-288C11D5ED66","ID-34952AEB40A0"
"ID-B2D6F3C4CD8F","ID-C3CA37C81F23","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-87B8BE2679A2","","ID-746D544DD640","ID-181415E1350A"
"ID-126A15D81DD0","ID-368BDD6A0F2D","Info","ID-3EEC13DCA519","TargetPath","ID-87B8BE2679A2","","ID-F8065E52D26B","ID-181415E1350A"
"ID-CBB98BFB032E","ID-9370149D063F","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-16B41CEAF42B","","ID-2A0D57D540F3","ID-0940AF8C4DDF"
"ID-264E64B923C2","ID-A59DD9CC0DE9","Info","ID-3EEC13DCA519","TargetPath","ID-16B41CEAF42B","","ID-D439503B4C07","ID-0940AF8C4DDF"
"ID-57D8FAB711B6","ID-361994625D9E","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-C05E6BB9D24B","","ID-7E32E84604EC","ID-4B09061A86BE"
"ID-CAF0556AF9EC","ID-F39336EA2DF0","Info","ID-3EEC13DCA519","TargetPath","ID-C05E6BB9D24B","","ID-736706975E0C","ID-4B09061A86BE"
"ID-5E7964C6D31D","ID-D04D147405FD","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-BD2664F4BB01","","ID-8687CFFDD969","ID-432AA9FF731B"
"ID-8DE43909EC63","ID-41883424BE55","Info","ID-3EEC13DCA519","TargetPath","ID-BD2664F4BB01","","ID-5E36CD5F6B5D","ID-432AA9FF731B"
"ID-A95E15E661F3","ID-E32EC3DA7AEB","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-A040368B1BF4","","ID-4F0B97A2FE51","ID-02CF5F6A6D80"
"ID-A62F2822C29F","ID-91F53B375C91","Info","ID-3EEC13DCA519","TargetPath","ID-A040368B1BF4","","ID-F3250D7E51C3","ID-02CF5F6A6D80"
"ID-52F7374154ED","ID-51CED87EE3DD","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-5A244C4A0262","","ID-912F0CCDFA23","ID-DFC065A7FE7D"
"ID-E71C124F5A30","ID-4056596EEA44","Info","ID-3EEC13DCA519","TargetPath","ID-5A244C4A0262","","ID-9949AD5D08B8","ID-DFC065A7FE7D"
"ID-2AD8AC6E917F","ID-343B03CDFA2C","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-4A7AED37E91B","","ID-F27D8E45B951","ID-03C5EF58030E"
"ID-DFF53F9EAE84","ID-343B03CDFA2C","Info","ID-3EEC13DCA519","TargetPath","ID-4A7AED37E91B","","ID-A04223E57A75","ID-03C5EF58030E"
"ID-78D45E1A5505","ID-3B3AC31ECE77","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-81A8E3F35DCF","","ID-5E42260266F4","ID-2A5472880F34"
"ID-05CAD2A1CE7D","ID-4A09FC25084A","Info","ID-3EEC13DCA519","TargetPath","ID-81A8E3F35DCF","","ID-C819E14061D9","ID-2A5472880F34"
"ID-2443209625BA","ID-2CF9BE2F6136","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-6FCF861C020E","","ID-9E80E1FE6B80","ID-11FEF85BA11E"
"ID-D4405FCDBD28","ID-71DC23CE8422","Info","ID-3EEC13DCA519","TargetPath","ID-6FCF861C020E","","ID-3720ECF14D14","ID-11FEF85BA11E"
"ID-F4A79566E769","ID-891336F0AE16","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-D518C6DAD2FB","","ID-FC4355B0ADB3","ID-B11AD972889C"
"ID-3E3B73E039CC","ID-9CB68A43FCDC","Info","ID-3EEC13DCA519","TargetPath","ID-D518C6DAD2FB","","ID-E56B6209CEB9","ID-B11AD972889C"
"ID-8C2ED7993D92","ID-B65F2D649266","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-85E6C786406A","","ID-E9126012294B","ID-F82537854C5D"
"ID-C5DBE7E0410B","ID-1471C120EB56","Info","ID-3EEC13DCA519","TargetPath","ID-85E6C786406A","","ID-91212CEF4CCC","ID-F82537854C5D"
"ID-4941C15D125B","ID-46CB75A4876A","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-646851050243","","ID-156ABFD50278","ID-B5A471B157E9"
"ID-BB78A0EE7ACB","ID-9A05EB93783C","Info","ID-3EEC13DCA519","TargetPath","ID-646851050243","","ID-073247FF2D59","ID-B5A471B157E9"
"ID-6740FD4E7A4F","ID-4B78629343C9","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-D4017D73349E","","ID-78CEFCA7F031","ID-73E38B7490AE"
"ID-9FE12B871994","ID-1AA2EED69278","Info","ID-3EEC13DCA519","TargetPath","ID-D4017D73349E","","ID-BDFBAF5D40CD","ID-73E38B7490AE"
"ID-74537C57CF72","ID-2DD8A60D24F0","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-008A270D9B49","","ID-AFC3ABA41014","ID-AB4B9CA4F43A"
"ID-6A223635A9F8","ID-EF361969F432","Info","ID-3EEC13DCA519","TargetPath","ID-008A270D9B49","","ID-66F9919D34AB","ID-AB4B9CA4F43A"
"ID-51950397666A","ID-5967AF9F4F65","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-304091463464","","ID-A68ACFBDEF6D","ID-09B98C2F6AE0"
"ID-79991C3B58B4","ID-6A3453492A5C","Info","ID-3EEC13DCA519","TargetPath","ID-304091463464","","ID-63EE4531BE57","ID-09B98C2F6AE0"
"ID-12057D468F95","ID-51A35637F90D","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-CD2894ECDF5C","","ID-0BF853223639","ID-8294DFA2B6AB"
"ID-D7B237ED03AB","ID-CA091886BC35","Info","ID-3EEC13DCA519","TargetPath","ID-CD2894ECDF5C","","ID-15620734EFDE","ID-8294DFA2B6AB"
"ID-B7F780E3653B","ID-8E916456EBED","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-09259615AE2A","","ID-D7AED2F83478","ID-23A4DFAB2210"
"ID-58E25393F34E","ID-BC4A5639F6FD","Info","ID-3EEC13DCA519","TargetPath","ID-09259615AE2A","","ID-D065EB6BA594","ID-23A4DFAB2210"
"ID-BFD66AEB3A28","ID-9460E51568B9","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-556B4AD216AC","","ID-DE33554F04C6","ID-DAD9AEAA4FE8"
"ID-72ECF46C731C","ID-1ADA62EEA862","Info","ID-3EEC13DCA519","TargetPath","ID-556B4AD216AC","","ID-6C1A40EA0163","ID-DAD9AEAA4FE8"
"ID-329210217B8D","ID-AACE14516370","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-AF1E9FCD1E34","","ID-FAEEAE3FDA58","ID-048A529E2C6A"
"ID-2E53B9B05EF8","ID-41C11677E50B","Info","ID-3EEC13DCA519","TargetPath","ID-AF1E9FCD1E34","","ID-697500E319A7","ID-048A529E2C6A"
"ID-04DCC14C201B","ID-D32B0E6F097B","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-61CB28842742","","ID-8A9277E625E8","ID-DE2B70281FF9"
"ID-BDB33E7E439E","ID-9D97EC06DC54","Info","ID-3EEC13DCA519","TargetPath","ID-61CB28842742","","ID-305528E3FE46","ID-DE2B70281FF9"
"ID-283748837063","ID-B7604DC721A6","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-CFBAB562B5AB","","ID-93319F7BAC07","ID-101157157ACC"
"ID-CDA349967038","ID-D6CED1BCF43D","Info","ID-3EEC13DCA519","TargetPath","ID-CFBAB562B5AB","","ID-260439A8B909","ID-101157157ACC"
"ID-54C25CE06B12","ID-913135D13D96","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-CC8E5D2332FE","","ID-8B151C15FBAB","ID-7E426D6B2CE7"
"ID-00D3572E2065","ID-F927158E6974","Info","ID-3EEC13DCA519","TargetPath","ID-CC8E5D2332FE","","ID-A924F90FC622","ID-7E426D6B2CE7"
"ID-A01547331901","ID-5AB8D3453C1D","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-12DEC05ED490","","ID-E04DF70C1236","ID-548D3F81290C"
"ID-1D38CC62601A","ID-CB9728A34402","Info","ID-3EEC13DCA519","TargetPath","ID-12DEC05ED490","","ID-C5228C2DB68A","ID-548D3F81290C"
"ID-36F8300966B2","ID-C54D2768403A","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-894FE1FCA83C","","ID-2F427FC7B1B4","ID-E0FD731F92E7"
"ID-9EAAC8E819B3","ID-24640094CEE8","Info","ID-3EEC13DCA519","TargetPath","ID-894FE1FCA83C","","ID-588235D89F69","ID-E0FD731F92E7"
"ID-D9DD2EBA53E5","ID-939960043FF1","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-1F5631C1EF8A","","ID-6157C27B5976","ID-F56AF804A932"
"ID-A562F6341063","ID-240E0067683C","Info","ID-3EEC13DCA519","TargetPath","ID-1F5631C1EF8A","","ID-B27C6C220C21","ID-F56AF804A932"
"ID-86943D161EB1","ID-EC1A69FAEE13","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-323BF305BAAB","","ID-BD66C53BF688","ID-305AEC10B5FE"
"ID-3E559C027408","ID-F15B69681313","Info","ID-3EEC13DCA519","TargetPath","ID-323BF305BAAB","","ID-30F730BDD817","ID-305AEC10B5FE"
"ID-789CB811410B","ID-6D73D2A86F3C","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-0C3918E0B8AC","","ID-E82DECF1B8F8","ID-91AF8437FB09"
"ID-96B855452C3B","ID-6241352469E4","Info","ID-3EEC13DCA519","TargetPath","ID-0C3918E0B8AC","","ID-AEDC328FDBC4","ID-91AF8437FB09"
"ID-1732C898D1E6","ID-F61B0B943644","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-FE1D0714360D","","ID-5BF96B2D67DF","ID-37B6553F31B1"
"ID-606C32808291","ID-BF0ED3A69D7F","Info","ID-3EEC13DCA519","TargetPath","ID-FE1D0714360D","","ID-0E00FC06E0C9","ID-37B6553F31B1"
"ID-BEB24969A30E","ID-57C97C378F8A","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-29785CABB643","","ID-0705A61CADF0","ID-A0A2AA551E1C"
"ID-7E7E22DBBADC","ID-2E28BC5C5192","Info","ID-3EEC13DCA519","TargetPath","ID-29785CABB643","","ID-707F7B8FAFF7","ID-A0A2AA551E1C"
"ID-CFD7993F9DBA","ID-71E5C9CC3614","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-1243C97FC971","","ID-E7DCEBFB345A","ID-BA91C3FA1D2E"
"ID-BBE624DB3984","ID-C09435595528","Info","ID-3EEC13DCA519","TargetPath","ID-1243C97FC971","","ID-66281C27917D","ID-BA91C3FA1D2E"
"ID-85B9922C3548","ID-CB113ACD5239","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-AA3FDC18671A","","ID-2B451CCEFDAF","ID-717790450A24"
"ID-4A8D624002FD","ID-946CA9AA0694","Info","ID-3EEC13DCA519","TargetPath","ID-AA3FDC18671A","","ID-D20EBA490877","ID-717790450A24"
"ID-E69EF4E48247","ID-38718B370248","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-F6963066D78F","","ID-0C40E8942063","ID-76E7936CF588"
"ID-AAEB0AEBD79F","ID-4848D740D585","Info","ID-3EEC13DCA519","TargetPath","ID-F6963066D78F","","ID-F42BD8C9C261","ID-76E7936CF588"
"ID-DC783766C276","ID-4949EE6F52D2","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-EAEEF1B278CE","","ID-63933A13EF91","ID-EC640927F032"
"ID-98158855C4CF","ID-500191929A2A","Info","ID-3EEC13DCA519","TargetPath","ID-EAEEF1B278CE","","ID-617027ADB2F2","ID-EC640927F032"
"ID-035F2DBF627F","ID-C3133076C1E1","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-334FC7A767C5","","ID-B968D65EF9F8","ID-EEF7BEEB5A9E"
"ID-576B243469D4","ID-42253F62BB4D","Info","ID-3EEC13DCA519","TargetPath","ID-334FC7A767C5","","ID-94E27C61AAB9","ID-EEF7BEEB5A9E"
"ID-2A3AAD58907E","ID-2888CF6813C4","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-2B6F1B4CFD82","","ID-ACE50D1DF8B3","ID-4DE39978A233"
"ID-26584B7BE51B","ID-1403A47B7DDF","Info","ID-3EEC13DCA519","TargetPath","ID-2B6F1B4CFD82","","ID-A3839EF768C2","ID-4DE39978A233"
"ID-F3F41AD72FC1","ID-2D795E297218","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-3F7EDF9B2489","","ID-38AAC1660D73","ID-740C7F95ACFF"
"ID-06A32410D517","ID-4C5E599F85CB","Info","ID-3EEC13DCA519","TargetPath","ID-3F7EDF9B2489","","ID-F95A1E56BF41","ID-740C7F95ACFF"
"ID-F986D74AC2B1","ID-D8D3527AB117","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-C536903084F0","","ID-7A4885950854","ID-44855F6713C3"
"ID-8A167C3E2479","ID-D674F837ABA1","Info","ID-3EEC13DCA519","TargetPath","ID-C536903084F0","","ID-0EB5EE36479B","ID-44855F6713C3"
"ID-7F09F6DC1350","ID-9ABCB99BA105","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-103E50907601","","ID-E47449A6689A","ID-68FE7839A817"
"ID-5C7059354E58","ID-16DF20F61C02","Info","ID-3EEC13DCA519","TargetPath","ID-103E50907601","","ID-9F23797C79B3","ID-68FE7839A817"
"ID-36A3FF8D1CFE","ID-FA7ABEB86C55","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-CAD72EF8281E","","ID-8C99F811B475","ID-8AE9349423EB"
"ID-E093DD14B8FE","ID-EB3893435977","Info","ID-3EEC13DCA519","TargetPath","ID-CAD72EF8281E","","ID-67D08155140C","ID-8AE9349423EB"
"ID-0AF74EB63BDE","ID-37B5FAF41C07","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-7ED9A059B482","","ID-E03510BC3A6A","ID-D50A95F0058E"
"ID-351296A3C321","ID-38EC3FEBB137","Info","ID-3EEC13DCA519","TargetPath","ID-7ED9A059B482","","ID-0D2EBFE3DF6B","ID-D50A95F0058E"
"ID-8F400351281E","ID-80828CF6BE6E","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-3C0E724E4B5E","","ID-0E0705221D1C","ID-DE5335094795"
"ID-EF413EF880E2","ID-2AAD6A7DA51D","Info","ID-3EEC13DCA519","TargetPath","ID-3C0E724E4B5E","","ID-87B5256158E9","ID-DE5335094795"
"ID-ABAA7A3A9173","ID-A2209EE6CE71","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-1DD38ABAF5AE","","ID-C4EF3B27D76C","ID-6E9C434420C4"
"ID-B88D118FB69A","ID-B582FD8EAB8E","Info","ID-3EEC13DCA519","TargetPath","ID-1DD38ABAF5AE","","ID-84385D71E8C2","ID-6E9C434420C4"
"ID-D89E0484BEF0","ID-113F58824E31","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-DA57678CBF35","","ID-E3BF6AB12478","ID-31D638B5047D"
"ID-424F1A93826E","ID-4A6F6D344F84","Info","ID-3EEC13DCA519","TargetPath","ID-DA57678CBF35","","ID-6D2840EF93C0","ID-31D638B5047D"
"ID-9838038B1EA4","ID-AAFAFA5A07AD","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-F61832436AFF","","ID-516C7C6C6216","ID-9A05086E1668"
"ID-CB491ADC2900","ID-217B4FE513BC","Info","ID-3EEC13DCA519","TargetPath","ID-F61832436AFF","","ID-8EEDA6237B5E","ID-9A05086E1668"
"ID-3827289B8A3E","ID-473C1A3FAC5C","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-00D8762B40E2","","ID-5110FDED0E81","ID-C31DDF187E6E"
"ID-A6D71FB11A97","ID-E220A69F966A","Info","ID-3EEC13DCA519","TargetPath","ID-00D8762B40E2","","ID-BC9125A02B9D","ID-C31DDF187E6E"
"ID-717095E6205B","ID-09D3B1F7119A","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-4EA5619AC866","","ID-062B2B38AAA3","ID-2B27A9771D87"
"ID-94A89C79B9EA","ID-035B4265AFE9","Info","ID-3EEC13DCA519","TargetPath","ID-4EA5619AC866","","ID-F21C9D142CDB","ID-2B27A9771D87"
"ID-614D08A1722F","ID-6A30F37BBE02","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-503C0C6E425A","","ID-2475093BD5A4","ID-54FF9D3D5B43"
"ID-BDFDC4D1F8EC","ID-EB987DB29BB8","Info","ID-3EEC13DCA519","TargetPath","ID-503C0C6E425A","","ID-17B723AE3D8C","ID-54FF9D3D5B43"
"ID-FAAF224D3D9D","ID-49BCC3863A68","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-A257110B3D52","","ID-DA82787EB181","ID-3E5EBC85B884"
"ID-DE94E80F2FBA","ID-AFB8A5A03C42","Info","ID-3EEC13DCA519","TargetPath","ID-A257110B3D52","","ID-B6A57A64ABDF","ID-3E5EBC85B884"
"ID-D24E35F14D92","ID-AB132DB70263","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-9B343EC131FC","","ID-C6E287E53959","ID-6FF75C7AA3D0"
"ID-A0FE3CF24C0B","ID-519A7D454D9A","Info","ID-3EEC13DCA519","TargetPath","ID-9B343EC131FC","","ID-91E55F117312","ID-6FF75C7AA3D0"
"ID-B1FAFCDE0AF7","ID-C773E0B430E9","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-436778ADA85F","","ID-BE9AB3024550","ID-1D9CD57B65CE"
"ID-2C63C0D40704","ID-B55E38C23DBB","Info","ID-3EEC13DCA519","TargetPath","ID-436778ADA85F","","ID-3947988CAE77","ID-1D9CD57B65CE"
"ID-7CDBE5D54014","ID-11EED724863C","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-BD756E4CFECC","","ID-9CEDE72FD52A","ID-E28C14749876"
"ID-41E3A0A21191","ID-11EED724863C","Info","ID-3EEC13DCA519","TargetPath","ID-BD756E4CFECC","","ID-A64810AD3A20","ID-E28C14749876"
"ID-A9CDC29A1904","ID-797B4A29532F","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-72B9DDC68E7B","","ID-B187BC4A38A9","ID-C3E608692E6F"
"ID-43C6A5EBC71A","ID-EB716E471813","Info","ID-3EEC13DCA519","TargetPath","ID-72B9DDC68E7B","","ID-43731D98ED36","ID-C3E608692E6F"
"ID-E74AD53AED55","ID-3D9C51AA9121","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-1737F2AE73FC","","ID-EB80DE7C948F","ID-1B597B00BA39"
"ID-11D237642121","ID-36B18FF2A1FC","Info","ID-3EEC13DCA519","TargetPath","ID-1737F2AE73FC","","ID-1FF4A43D0134","ID-1B597B00BA39"
"ID-A2300F7F6B09","ID-5F2EC9C64CF4","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-E74925A07AB8","","ID-5E5F58A2D7F7","ID-BB5CB2D9762C"
"ID-AAFE68961714","ID-BA7E9082880D","Info","ID-3EEC13DCA519","TargetPath","ID-E74925A07AB8","","ID-076286C9F652","ID-BB5CB2D9762C"
"ID-B7E873EEDDE9","ID-0926B5408363","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-9B13B53652B1","","ID-5CB137EDA129","ID-176C89AB867F"
"ID-CDEC3C118384","ID-1367EECAC59D","Info","ID-3EEC13DCA519","TargetPath","ID-9B13B53652B1","","ID-8421F20437DF","ID-176C89AB867F"
