"EventId","Timestamp","Level","EventType","Source","ShareId","ItemId","Message","Detail"
"ID-CB4AD31CD4CD","ID-097D3EC701D1","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-875AA644BF64","","ID-30D870514745","ID-8A58C6928BA8"
"ID-EFC1B3D9E5CF","ID-3BD1D02FDE29","Info","ID-3EEC13DCA519","TargetPath","ID-875AA644BF64","","ID-E9CC9EA99B07","ID-8A58C6928BA8"
"ID-43D428FD8BAE","ID-343847757143","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-008890E394CB","","ID-5CB2CD200508","ID-FCD5B51C9D48"
"ID-A22872A0748C","ID-C71A3350DC86","Info","ID-3EEC13DCA519","TargetPath","ID-008890E394CB","","ID-B5565A9BD528","ID-FCD5B51C9D48"
"ID-DB3674E741E6","ID-A3AF41AC0531","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-3CA7D0E535EC","","ID-FA487312B58B","ID-C4ED6788F4DB"
"ID-20EEF8A8ADDE","ID-970C6EE0C8C4","Info","ID-3EEC13DCA519","TargetPath","ID-3CA7D0E535EC","","ID-D17E8F4A0413","ID-C4ED6788F4DB"
"ID-2868E7E430A3","ID-90087EC97635","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-4F172941788F","","ID-88A917907AA7","ID-8508995EE53F"
"ID-6440F03D01B5","ID-38E7BC485D50","Info","ID-3EEC13DCA519","TargetPath","ID-4F172941788F","","ID-C838EE1D6BBC","ID-8508995EE53F"
"ID-A008BD70F225","ID-332CC60F25C7","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-74D54D731E35","","ID-C4E0AADED7E6","ID-4B448306DC12"
"ID-107A4BE078A9","ID-BF661426378B","Info","ID-3EEC13DCA519","TargetPath","ID-74D54D731E35","","ID-4B27DD8347B9","ID-4B448306DC12"
"ID-5640938C5D5E","ID-84300BF96C86","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-1D408B14F488","","ID-22B66A36F036","ID-6E1D93AB1D31"
"ID-9A4126D47584","ID-F6E917D20A0C","Info","ID-3EEC13DCA519","TargetPath","ID-1D408B14F488","","ID-F12C62C4AAA3","ID-6E1D93AB1D31"
"ID-8ADA256F2C63","ID-57B908FC2E67","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-83C596438B47","","ID-16992B3D7192","ID-F5FABD6F992E"
"ID-702202F8DD3E","ID-F6319A9EBB46","Info","ID-3EEC13DCA519","TargetPath","ID-83C596438B47","","ID-674C61F96CE3","ID-F5FABD6F992E"
"ID-1091CBFA124A","ID-0B97CBBA8972","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-1371A33DF7F4","","ID-D0204C38714C","ID-80CA35F2724B"
"ID-8BC7D88FD777","ID-D10D94A798EF","Info","ID-3EEC13DCA519","TargetPath","ID-1371A33DF7F4","","ID-7408BCB4D11D","ID-80CA35F2724B"
"ID-D3588F91FAC5","ID-7D53BEB1EF71","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-6AF0D280D0CF","","ID-123FCC980D5C","ID-9CC83254EE24"
"ID-DDFBACF96DAC","ID-66B1FDB7D29B","Info","ID-3EEC13DCA519","TargetPath","ID-6AF0D280D0CF","","ID-0D68E625B17F","ID-9CC83254EE24"
"ID-F2A84FE21B2C","ID-3ECFDCF91AD5","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-066ECF24BDD6","","ID-79CEECE01942","ID-A0620C400C50"
"ID-8816DE3875FB","ID-7ADEE71C2423","Info","ID-3EEC13DCA519","TargetPath","ID-066ECF24BDD6","","ID-D7734330C186","ID-A0620C400C50"
"ID-FC15A4679855","ID-3D6DAD7185E3","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-4EB960C1B058","","ID-8E2F10A8A4EF","ID-F7DC5E96526C"
"ID-A71CA18C3294","ID-B69DF861E97D","Info","ID-3EEC13DCA519","TargetPath","ID-4EB960C1B058","","ID-F81E27059ECB","ID-F7DC5E96526C"
"ID-ED68975379C6","ID-1800D7C6042D","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-C6A43A7B7FFA","","ID-A1BEFC3756D6","ID-92CB8FCD625E"
"ID-368B230D4BE9","ID-18DFE89DF708","Info","ID-3EEC13DCA519","TargetPath","ID-C6A43A7B7FFA","","ID-9635A5F84B7B","ID-92CB8FCD625E"
"ID-136919227C4E","ID-F7119E7915AF","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-67532121DE71","","ID-E152E7B0CF6A","ID-918DBDA25C85"
"ID-C5B773B108AD","ID-A41CAC83DCCC","Info","ID-3EEC13DCA519","TargetPath","ID-67532121DE71","","ID-A0A83EF829C9","ID-918DBDA25C85"
"ID-EDBBDCF66CB0","ID-EDFDDC0CB16E","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-385FAC60F25E","","ID-67FF2A5887B2","ID-DBF596A84865"
"ID-18F1A347DB2D","ID-508C81D8A512","Info","ID-3EEC13DCA519","TargetPath","ID-385FAC60F25E","","ID-655F5A47FAC2","ID-DBF596A84865"
"ID-C5687DB49360","ID-A02F40D69166","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-8FB08A87821A","","ID-250E71D86626","ID-8C4A1DB3726F"
"ID-025F22E66B41","ID-A02F40D69166","Info","ID-3EEC13DCA519","TargetPath","ID-8FB08A87821A","","ID-5F13E7FFE0DF","ID-8C4A1DB3726F"
"ID-3046F640B16A","ID-C4DDAE80878F","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-1B0D2BC7B4E5","","ID-252EAB3E3E10","ID-2379C04FED1C"
"ID-5F767C00B7DF","ID-5EF2ABD0B74F","Info","ID-3EEC13DCA519","TargetPath","ID-1B0D2BC7B4E5","","ID-9157A680319E","ID-2379C04FED1C"
"ID-0E17AE369298","ID-7A16EFF12148","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-F169EE19CC18","","ID-F0314934C0A7","ID-E19BEC0083E0"
"ID-A9A2E59C1AF4","ID-E82CC4E51B5D","Info","ID-3EEC13DCA519","TargetPath","ID-F169EE19CC18","","ID-C5FD94473BB9","ID-E19BEC0083E0"
"ID-B5E9263F05E3","ID-753D1476C69F","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-7A0DEC188383","","ID-707F4D46E2AF","ID-2BEBCC9411BD"
"ID-E08EC80FD53D","ID-3BE79227E524","Info","ID-3EEC13DCA519","TargetPath","ID-7A0DEC188383","","ID-90FD6513E7BD","ID-2BEBCC9411BD"
"ID-AA1957416D73","ID-2CB3A2E94500","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-0C731D98B010","","ID-640F83D95F27","ID-88386A16D445"
"ID-08E0D7B96AFF","ID-2BFB772F7F1B","Info","ID-3EEC13DCA519","TargetPath","ID-0C731D98B010","","ID-1ECAA63484C2","ID-88386A16D445"
"ID-6B11486E42EF","ID-088CCBF1A496","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-676F17E08F06","","ID-C005C183D4CC","ID-ED0F79D24FD0"
"ID-491B656921B1","ID-40B6C8E001B7","Info","ID-3EEC13DCA519","TargetPath","ID-676F17E08F06","","ID-117345FF6406","ID-ED0F79D24FD0"
"ID-6A841C6AEAC0","ID-8A403088C1E6","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-5F805B08A0B9","","ID-A903787A22A4","ID-05D70E4C3C2C"
"ID-C039DFC42AAF","ID-79154FDBDB75","Info","ID-3EEC13DCA519","TargetPath","ID-5F805B08A0B9","","ID-FE2D561C837B","ID-05D70E4C3C2C"
"ID-E61E2F1DFECD","ID-CE69A4B15907","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-5D806D3A2C71","","ID-CC33B6CCB0C4","ID-E21F6D1F9DF7"
"ID-F13FE0B89890","ID-E6B54D8846BE","Info","ID-3EEC13DCA519","TargetPath","ID-5D806D3A2C71","","ID-5082793D5FE2","ID-E21F6D1F9DF7"
"ID-0463A84CE627","ID-A911B591B32A","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-86026C31B641","","ID-175B44D07374","ID-5F8022B3008A"
"ID-C988ABFF12D9","ID-2DCA7988C8E0","Info","ID-3EEC13DCA519","TargetPath","ID-86026C31B641","","ID-D36A2F580175","ID-5F8022B3008A"
"ID-E9DC92DD5E2B","ID-38AAC499D8EF","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-C5FA2EB4A67F","","ID-08253183F72B","ID-9907EB0D41A2"
"ID-F95B4AC1D490","ID-6B23EF124347","Info","ID-3EEC13DCA519","TargetPath","ID-C5FA2EB4A67F","","ID-4F86E3AE3291","ID-9907EB0D41A2"
"ID-235E0FC11A9C","ID-87AD1F627693","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-3A941C54F16C","","ID-735C41E8EEE7","ID-2229F399D695"
"ID-51EC7F2E6D8F","ID-BBFF080A3248","Info","ID-3EEC13DCA519","TargetPath","ID-3A941C54F16C","","ID-78DDAAC797AE","ID-2229F399D695"
"ID-175CF59174C0","ID-4225F8181C67","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-058A799E2607","","ID-3DB74B3E4095","ID-1BB842DDB7CA"
"ID-D366D51729A2","ID-36B8AE3E73BE","Info","ID-3EEC13DCA519","TargetPath","ID-058A799E2607","","ID-75ED04529F45","ID-1BB842DDB7CA"
"ID-C921B77566B5","ID-AEA739BD0FCC","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-6AC212A8B12F","","ID-A6B47B681824","ID-4F0CF063E21E"
"ID-9CAE391AD838","ID-B8D353E015CE","Info","ID-3EEC13DCA519","TargetPath","ID-6AC212A8B12F","","ID-049C42486395","ID-4F0CF063E21E"
"ID-47F91B32514E","ID-C3E3F3C12701","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-75D1766CF45B","","ID-F9D2D502C76D","ID-4832671AC8AC"
"ID-BE28113888F6","ID-0BBE9BCA3743","Info","ID-3EEC13DCA519","TargetPath","ID-75D1766CF45B","","ID-CEE6C9D98DA0","ID-4832671AC8AC"
"ID-49A3BAC0246D","ID-D470D9035C6B","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-A87D455646EB","","ID-5EB2D9A5B926","ID-0675AEA6A234"
"ID-621C6C3AC184","ID-4EC7AD26CECD","Info","ID-3EEC13DCA519","TargetPath","ID-A87D455646EB","","ID-34114F1C94F7","ID-0675AEA6A234"
"ID-EEE12F8DBDDC","ID-4EF66E3A5905","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-C109193D9695","","ID-94FFE194F3E0","ID-875DACBC8C54"
"ID-8EA960968363","ID-79A770F44A24","Info","ID-3EEC13DCA519","TargetPath","ID-C109193D9695","","ID-A1FCA6586BF4","ID-875DACBC8C54"
"ID-B02B52CB0888","ID-98B70E389A33","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-1869D9D0B5C4","","ID-ADD2E36CE855","ID-2626D564DF58"
"ID-AA92E011D5D4","ID-16624041CF28","Info","ID-3EEC13DCA519","TargetPath","ID-1869D9D0B5C4","","ID-6727D729B9C8","ID-2626D564DF58"
"ID-14D581F046A1","ID-D24545E5A1DA","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-03B7A9CEC579","","ID-C375346F214F","ID-F8881B35F650"
"ID-705C5412225C","ID-9AE04EDF1C3A","Info","ID-3EEC13DCA519","TargetPath","ID-03B7A9CEC579","","ID-09B49225795D","ID-F8881B35F650"
"ID-2B6BF69B5377","ID-7E4816F13D9A","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-564D74068950","","ID-479FD8814C91","ID-FC48164B3BDD"
"ID-17C6A187C60E","ID-FB7A7F8F336B","Info","ID-3EEC13DCA519","TargetPath","ID-564D74068950","","ID-87BD6B9C5006","ID-FC48164B3BDD"
"ID-3101F05F9ACA","ID-41104B7BC273","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-28AFAB9E2461","","ID-056AC959F8BC","ID-90E323676D9E"
"ID-238B9F12518D","ID-3275541F91BA","Info","ID-3EEC13DCA519","TargetPath","ID-28AFAB9E2461","","ID-65CF77978BA4","ID-90E323676D9E"
"ID-E2599E478708","ID-0A5B39043626","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-9866428035C6","","ID-A36DAF0284F2","ID-1FA3215143B8"
"ID-0B3269BF31C2","ID-DA1258019AB7","Info","ID-3EEC13DCA519","TargetPath","ID-9866428035C6","","ID-2CA378F09431","ID-1FA3215143B8"
"ID-7AC3A5DF0905","ID-A8886823B689","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-31A3391AC535","","ID-347C26E9F775","ID-E9A556B356CA"
"ID-FF7D4431756F","ID-9EFBBD9B5F3F","Info","ID-3EEC13DCA519","TargetPath","ID-31A3391AC535","","ID-0EEEC2330503","ID-E9A556B356CA"
"ID-49190CA3F5CF","ID-6AF3C50203CB","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-670A11217498","","ID-24FA92A1C47D","ID-4BDAB3F49471"
"ID-96AC8F2DD119","ID-8F1BD57A16A7","Info","ID-3EEC13DCA519","TargetPath","ID-670A11217498","","ID-633114B911D5","ID-4BDAB3F49471"
"ID-EB59E3CD704D","ID-8F30433A4EC6","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-176C1CD16B83","","ID-CE99CC60317C","ID-BF501ED6D7BA"
"ID-794190E87398","ID-3B25B5D73F0E","Info","ID-3EEC13DCA519","TargetPath","ID-176C1CD16B83","","ID-B5068BA4DC47","ID-BF501ED6D7BA"
"ID-0DB79C36BD32","ID-79563005B830","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-162C37B5820C","","ID-99D188B2D679","ID-A751B7EE9D1F"
"ID-00480E75467D","ID-5C3256161372","Info","ID-3EEC13DCA519","TargetPath","ID-162C37B5820C","","ID-A4D6BC8C4543","ID-A751B7EE9D1F"
"ID-17187173F1F4","ID-2FF05BA9AADB","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-9ADF3911F35A","","ID-FA12746BF4D4","ID-A68B53981154"
"ID-E426E3D27BA3","ID-3B6C87DE4478","Info","ID-3EEC13DCA519","TargetPath","ID-9ADF3911F35A","","ID-FDD6A051E9DA","ID-A68B53981154"
"ID-865381214F70","ID-52931A2103EF","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-090599BE211C","","ID-C3630D6AA28C","ID-E03B866426D4"
"ID-61B454D2AF45","ID-863E088F2DC7","Info","ID-3EEC13DCA519","TargetPath","ID-090599BE211C","","ID-E6E00DBEDCE2","ID-E03B866426D4"
"ID-B4F2AB65A295","ID-1B7E1717D6E0","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-A6274D36B673","","ID-CA2562AE0B95","ID-0C16EBA478B5"
"ID-D1C7B2AA9118","ID-A620019E22C5","Info","ID-3EEC13DCA519","TargetPath","ID-A6274D36B673","","ID-54DF620A24E4","ID-0C16EBA478B5"
"ID-7040CA2EEBE1","ID-7067D5A521F5","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-A265E1068D43","","ID-1DE3B883437E","ID-734E4475F499"
"ID-8E7A99E4A26F","ID-DC8F523ED98F","Info","ID-3EEC13DCA519","TargetPath","ID-A265E1068D43","","ID-59B8E750B549","ID-734E4475F499"
"ID-547FA29CEB9A","ID-2D0A6788276B","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-74EBF1652C35","","ID-8E2D87795D24","ID-FBA653214A5B"
"ID-AD69747ECD97","ID-1A2D742EB3A2","Info","ID-3EEC13DCA519","TargetPath","ID-74EBF1652C35","","ID-2EDEDBBFBD41","ID-FBA653214A5B"
"ID-1A5713C7C5B5","ID-55AF3914D4B7","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-82ABF23B3BA0","","ID-1D7FBE531CBA","ID-100F9DB500C2"
"ID-274F5F705006","ID-C21645A8444E","Info","ID-3EEC13DCA519","TargetPath","ID-82ABF23B3BA0","","ID-4EF5C0220CBA","ID-100F9DB500C2"
"ID-4232BA71F2E4","ID-B71173B48C6E","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-E6A8A8F91EFF","","ID-E8CBC520B17B","ID-16B8906A0AD2"
"ID-B630BFFFB652","ID-32A0E016E912","Info","ID-3EEC13DCA519","TargetPath","ID-E6A8A8F91EFF","","ID-64EC45DBEEEB","ID-16B8906A0AD2"
"ID-25DC40F984E7","ID-665E907254DC","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-F37BE760AE41","","ID-FF7A0EC653E6","ID-08AFAD9BC95A"
"ID-403E5B01A02B","ID-5AFB39BB2A73","Info","ID-3EEC13DCA519","TargetPath","ID-F37BE760AE41","","ID-AC2A1BC21332","ID-08AFAD9BC95A"
"ID-67F4BFC0FF5A","ID-BB4D15EC5C47","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-018197248D33","","ID-3A482522901A","ID-0F0B0DCB5B6D"
"ID-4CF731C36005","ID-F79FD4FBDBE8","Info","ID-3EEC13DCA519","TargetPath","ID-018197248D33","","ID-9E8C45B962DC","ID-0F0B0DCB5B6D"
"ID-870D4E154B9B","ID-91E8A800D428","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-8CFB42968112","","ID-2EC60CD48DEE","ID-08143EA1D6BC"
"ID-0A4C531F2340","ID-6A55059E2875","Info","ID-3EEC13DCA519","TargetPath","ID-8CFB42968112","","ID-4DAEBDBCB15C","ID-08143EA1D6BC"
"ID-45D5475D20D8","ID-D3844D4F3E8E","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-4C82A36DE504","","ID-A5360BF30A03","ID-42509BF4B7AC"
"ID-D8F2A5958028","ID-5EA1F9DF2645","Info","ID-3EEC13DCA519","TargetPath","ID-4C82A36DE504","","ID-B90BFF29B506","ID-42509BF4B7AC"
"ID-6411643CE7D5","ID-6F7246506599","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-D3874DE06757","","ID-E4D4B5B91477","ID-039E22D04D46"
"ID-59FBDE1684AA","ID-68351A8EB4CD","Info","ID-3EEC13DCA519","TargetPath","ID-D3874DE06757","","ID-F34D073D2908","ID-039E22D04D46"
"ID-A7CB5F2407FD","ID-91098129859A","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-CD2064FDBB72","","ID-00D576CCD03E","ID-D3D9F95E239A"
"ID-4014CA5C2CA6","ID-747461171242","Info","ID-3EEC13DCA519","TargetPath","ID-CD2064FDBB72","","ID-366DFDA142FB","ID-D3D9F95E239A"
"ID-11BE562D66E7","ID-11A0386CF07D","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-52E1CE8DC224","","ID-7CF9B80E93F4","ID-18AF45B927EA"
"ID-EB566662A1EB","ID-526293BA3954","Info","ID-3EEC13DCA519","TargetPath","ID-52E1CE8DC224","","ID-241824276EF4","ID-18AF45B927EA"
"ID-1633BCCDA1C5","ID-35936848B34E","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-FC687E3676BA","","ID-6C286432191E","ID-5EF07EB6AD95"
"ID-7966C4657B57","ID-4883D5E20B54","Info","ID-3EEC13DCA519","TargetPath","ID-FC687E3676BA","","ID-21849954100F","ID-5EF07EB6AD95"
"ID-D517B579BA32","ID-546648013A6D","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-E1A5B09FCDE0","","ID-CA8AE9FFD820","ID-7BD1E43C3101"
"ID-3742796ACA4C","ID-504EC24E333E","Info","ID-3EEC13DCA519","TargetPath","ID-E1A5B09FCDE0","","ID-8681D169493F","ID-7BD1E43C3101"
"ID-4D27F1989207","ID-0B2856F4E346","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-527906860DD9","","ID-D33E79AE0BB0","ID-A4CC2A476BC5"
"ID-7508A995AD06","ID-9608FFB4AFBB","Info","ID-3EEC13DCA519","TargetPath","ID-527906860DD9","","ID-0D2417CC146C","ID-A4CC2A476BC5"
"ID-1EFEADA4D8C3","ID-B1E434BAE406","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-F9138B2AC339","","ID-EA2835D5E55C","ID-04B94C31F88F"
"ID-028403051B77","ID-F1990D500C3E","Info","ID-3EEC13DCA519","TargetPath","ID-F9138B2AC339","","ID-54F3D1AEB814","ID-04B94C31F88F"
"ID-6CCA0A21F514","ID-E5132FCBC3E9","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-DC190EE601DF","","ID-6AB407FCC4BE","ID-47EEA670061A"
"ID-2455BA93827D","ID-87226C2FEF3D","Info","ID-3EEC13DCA519","TargetPath","ID-DC190EE601DF","","ID-ACE2AE97645C","ID-47EEA670061A"
"ID-3E372631E869","ID-3AA053A1C9E9","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-2D0EE4C04F45","","ID-C982160D2D71","ID-0465330D985B"
"ID-8C45234B110E","ID-0EFF43307B48","Info","ID-3EEC13DCA519","TargetPath","ID-2D0EE4C04F45","","ID-BA0138BE8D14","ID-0465330D985B"
"ID-C7088B391304","ID-0FCC9BCB4FE3","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-61F0580FCA8B","","ID-1D71AFD0571F","ID-5E502B001221"
"ID-2593E72E1961","ID-E9947EE34ACA","Info","ID-3EEC13DCA519","TargetPath","ID-61F0580FCA8B","","ID-F2A39E7245E1","ID-5E502B001221"
"ID-F5F78C6FEB19","ID-6CF0D1C570B9","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-271FC70318C7","","ID-39B5F7A8D515","ID-4084414E3D72"
"ID-C6F95C61F6CE","ID-55850C3C865C","Info","ID-3EEC13DCA519","TargetPath","ID-271FC70318C7","","ID-F74EA10FCB68","ID-4084414E3D72"
"ID-8085A7296870","ID-EE44E42CBFAA","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-A7A7D924EE06","","ID-397C257B2401","ID-5596BA7C6D9A"
"ID-8D2A6D965158","ID-1A67F4AF773A","Info","ID-3EEC13DCA519","TargetPath","ID-A7A7D924EE06","","ID-8CCB3DB2057E","ID-5596BA7C6D9A"
"ID-9D5FA6784326","ID-77CED138E9E2","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-D235970EA67C","","ID-61EACC5A764D","ID-41E55CC2CAEF"
"ID-DF61C6CFB75E","ID-A61DB4904B7A","Info","ID-3EEC13DCA519","TargetPath","ID-D235970EA67C","","ID-505756CA9FC8","ID-41E55CC2CAEF"
"ID-4C69AD901AC3","ID-5F73777C204A","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-9DBB1F7CD8D1","","ID-513D524B8772","ID-08BCF60E94A9"
"ID-C308E04C4D0F","ID-6D106DB684E5","Info","ID-3EEC13DCA519","TargetPath","ID-9DBB1F7CD8D1","","ID-2C49D48BC6C8","ID-08BCF60E94A9"
"ID-D9F0A577F0C1","ID-4C10B4CB8A4E","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-A8BEB5FCC841","","ID-B62480F8B096","ID-163C2EA6FD48"
"ID-E475C4D42903","ID-F669F8EEC539","Info","ID-3EEC13DCA519","TargetPath","ID-A8BEB5FCC841","","ID-C107672BAD3B","ID-163C2EA6FD48"
"ID-BDD38213B394","ID-79B085236AED","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-9A41D4B6DFC3","","ID-EFD2BA63A7C0","ID-E2630031D6F1"
"ID-2A1378DFB7CA","ID-D5B8D189E137","Info","ID-3EEC13DCA519","TargetPath","ID-9A41D4B6DFC3","","ID-5AD0A127CB3D","ID-E2630031D6F1"
"ID-2ABB5BE0C3E3","ID-D8CF2C30A96D","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-A0C09D4098DB","","ID-F311888BBC09","ID-A65C13B3AF1C"
"ID-A6694F52B8E3","ID-03A308035CA7","Info","ID-3EEC13DCA519","TargetPath","ID-A0C09D4098DB","","ID-F728B39C8C54","ID-A65C13B3AF1C"
"ID-9F306745CCFE","ID-F5C3A1408696","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-F8E6494BE27D","","ID-E7E938E89F41","ID-2D333436897E"
"ID-352A18E823C5","ID-686D60AC54D1","Info","ID-3EEC13DCA519","TargetPath","ID-F8E6494BE27D","","ID-D7D877A5C80A","ID-2D333436897E"
"ID-84A813914E8C","ID-CE06CF1A418F","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-3D40A309B9EA","","ID-FAA07006BF7A","ID-7565A82A1205"
"ID-D4C4E6AA6C66","ID-AD7E8C1490B1","Info","ID-3EEC13DCA519","TargetPath","ID-3D40A309B9EA","","ID-EB36DFC90929","ID-7565A82A1205"
"ID-3924F5DBC8B7","ID-31FBB5446C43","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-A9AE53A7B1F4","","ID-9E85138708B0","ID-8558761FC984"
"ID-3599DAAAB458","ID-6E6BC58AD889","Info","ID-3EEC13DCA519","TargetPath","ID-A9AE53A7B1F4","","ID-30C77142FDF3","ID-8558761FC984"
"ID-E2F268D0D79F","ID-C579CDA0E2F7","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-659960E88AF8","","ID-09E2C02C9DF6","ID-96B428DE5F99"
"ID-3AB9289682DF","ID-3E7C739B6D5A","Info","ID-3EEC13DCA519","TargetPath","ID-659960E88AF8","","ID-4DE2CD925F8A","ID-96B428DE5F99"
"ID-1F9DDF80FE2C","ID-C6F19CDDC987","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-7477E596CBFD","","ID-BE3670D269C5","ID-24BF3C494AF9"
"ID-6480340C269F","ID-EE7C4B6DE740","Info","ID-3EEC13DCA519","TargetPath","ID-7477E596CBFD","","ID-D667297055AF","ID-24BF3C494AF9"
"ID-C3489E907490","ID-D0DFFB0E1E2B","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-DE2290EC2EEE","","ID-BC7AC2E910D4","ID-5036BAEB47A9"
"ID-6E71FB0D43FD","ID-F08FFFF6C84D","Info","ID-3EEC13DCA519","TargetPath","ID-DE2290EC2EEE","","ID-B3695089A873","ID-5036BAEB47A9"
"ID-67FD54ABA82A","ID-F953362FCBB7","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-60A821374392","","ID-DE8A363B59FC","ID-C7D75E019F1E"
"ID-D4F1DD3AFEB4","ID-8FDC4D06DAF0","Info","ID-3EEC13DCA519","TargetPath","ID-60A821374392","","ID-15BC480F93C8","ID-C7D75E019F1E"
"ID-64AD4ABEA68C","ID-5296789D8A56","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-E004B34628FC","","ID-ABDA0B8C5D25","ID-6C9EAF4AC7B6"
"ID-FC5485106AA5","ID-E69BEA1A12E8","Info","ID-3EEC13DCA519","TargetPath","ID-E004B34628FC","","ID-B4144095BFD5","ID-6C9EAF4AC7B6"
"ID-891AF1DC6031","ID-43AE63DE9163","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-C264ED80B217","","ID-D177842AB8A9","ID-339C589A6F46"
"ID-B7ED84D67BB4","ID-C63D308CDB03","Info","ID-3EEC13DCA519","TargetPath","ID-C264ED80B217","","ID-1598B3362482","ID-339C589A6F46"
"ID-AD831CF5AD52","ID-A8E217D03ED6","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-A62AA04BDAB6","","ID-112B82D23A5A","ID-0BA473F9C033"
"ID-00A8C6BE28BD","ID-86F99A6B5F56","Info","ID-3EEC13DCA519","TargetPath","ID-A62AA04BDAB6","","ID-1790A075B62C","ID-0BA473F9C033"
"ID-A87190DB987A","ID-1060F0D56F93","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-FBD0B8F6649C","","ID-958BA3148282","ID-A94557A134BA"
"ID-A9CE4DFF5B0C","ID-09D93A87912C","Info","ID-3EEC13DCA519","TargetPath","ID-FBD0B8F6649C","","ID-3105F7147BDB","ID-A94557A134BA"
"ID-7A432333D03F","ID-68A43F1FF89C","Info","ID-A969F7BEC0AF","Get-SmbShare","ID-F566358DDF6E","","ID-77AC3D1F7012","ID-EED3C5699831"
